master_id,language,review_text,title,rating,sentiment,category,designation,company,date,source
MR-2840,Hindi,कीमत की तुलना में गुणवत्ता अच्छी नहीं. कोई वापसी या विनिमय इसे दयनीय नहीं बनाता है,सिर्फ वाइब्रेटर से कोई प्रभावी सफाई नहीं। पैसे की बर्बादी मत खरीदो,1,Negative,General,,,,real
MR-2841,Hindi,अच्छा है लेकिन कंपन की समस्या है,अच्छा है लेकिन कंपन की समस्या है,2,Negative,General,,,,real
MR-2842,Hindi,हर चीज़ में कुछ न कुछ अप्रत्याशित होता है,जैसा मैंने सोचा था वैसा नहीं,2,Negative,General,,,,real
MR-2843,Hindi,"मीडिया लोड नहीं किया जा सका. मैं वास्तव में आपको टीसीएल, सैमसंग, एलजी, सोनी टीवी खरीदने का सुझाव देता हूं। यह वास्तव में 22k के लिए तीसरी श्रेणी की गुणवत्ता वाली इमारत है। मेरे चाचा हैं जिन्होंने 2 साल पहले 10 हजार में एक सैमसंग टीवी खरीदा था, इसकी बनावट इससे बेहतर है। 4 स्टार से ऊपर, उच्च रेटिंग पर भरोसा न करें। यहां बहुत हेरफेर किया गया है। पेशेवर: - ऑडियो गुणवत्ता अच्छी है - A55 चिप, पर्याप्त तेज़ (एक सप्ताह के अनुभव से) - चित्र गुणवत्ता स्पष्ट है (फिर भी आंखों में तनाव है, प्रमुख दोष) - कनेक्टिविटी के साथ कोई समस्या नहीं - व्यूइंग कोण चौड़ा है ( हमारे कोने के किचन रूम से बिना किसी समस्या के टीवी देख सकते हैं और यहां घर में कहीं भी ऑडियो काफी तेज है) न्यूट्रल: - एंड्रॉ",Mi 5A 40इंच टीवी में आंखों का तनाव प्रमुख है,1,Negative,General,,,,real
MR-2844,Hindi,यह चीन में बना है लेकिन उत्पाद विवरण कहता है कि इसका मूल स्थान भारत है,चाइना में बना,3,Neutral,General,,,,real
MR-2845,Hindi,"मैंने इस पंखे का उपयोग एक साल तक किया है, इसके फायदे और नुकसान नीचे देखें - पंखे का आरपीएम कम है - चेन्नई जैसे गर्म और आर्द्र स्थानों के लिए उपयुक्त नहीं - सर्दियों में बेहतर काम करता है, गर्मियों के लिए अनुशंसित नहीं - पंखे का डिजाइन अनोखा और आधुनिक है - किसी भी बीएलडीसी पंखे को लगाने से पहले रेगुलेटर को डिस्कनेक्ट कर दें अन्यथा पंखा खराब हो जाएगा - रिमोट कंट्रोल उपयोगी है - कम पंखे की गति उच्च गति से बेहतर है - आप केवल स्पीड 5 और बूस्ट मोड का उपयोग करेंगे - बिजली की बचत होती है और इन्वर्टर पर दोगुनी देर तक चलता है - पंखे का शोर बहुत कम है- उन लोगों के लिए उपयुक्त नहीं है जो पंखों से तेज हवा पसंद करते हैं, उपरोक्त के आधार पर निर्णय लें, केवल बिजली बिल बचत विज्ञापनों के आधार पर खरीदारी न करें, आपको गति से समझौता करना होगा।",वैसा नहीं जैसा प्रचारित किया जाता है,4,Positive,General,,,,real
MR-2846,Hindi,"मीडिया लोड नहीं किया जा सका. लगभग एक महीने पहले खरीदारी करें. मॉनिटर अपने प्रदर्शन के साथ ठीक था, लेकिन अब कुछ चींटियाँ अंदर घुस गईं और अंदर घूम रही थीं !! यदि यह स्क्रीन के ऊपर होता तो मैं इसे हटा सकता था, लेकिन यह कांच के अंदर है। वे बस इधर-उधर घूम रहे हैं और मुझे नहीं पता कि इसे कैसे हटाया जाए। मैं दबा कर मारना नहीं चाहता ताकि वे हमेशा के लिए वहीं फंस जाएं. यह आश्चर्य की बात है कि एसर जैसे प्रसिद्ध ब्रांड ने इस बात का ध्यान कैसे नहीं रखा। उन्होंने किसी भी छोटे कीट के प्रवेश को रोकने के लिए मॉनिटर के कोनों को सील नहीं किया है। मुझे नहीं पता कि इसे क",चींटियाँ मॉनिटर के अंदर प्रवेश करती हैं और वे बाहर नहीं जा सकतीं !!,2,Negative,General,,,,real
MR-2847,Hindi,"अधिकतम भत्ता 20000 एमएएच है, कृपया इसका ध्यान रखें, 20 दिनों के उपयोग के बाद मुझे इसे हवाई अड्डे पर छोड़ना पड़ा।",उड़ानों में अनुमति नहीं है âï¸,1,Negative,General,,,,real
MR-2848,Hindi,मीडिया लोड नहीं किया जा सका. बिना पीसीबी बोर्ड के एलईडी और 10 की जगह केवल 8 आए,इस कीमत में उतना अच्छा नहीं है,1,Negative,General,,,,real
MR-2849,Hindi,थोड़ा भारी है लेकिन जब से मैंने इसे खरीदा है तब से कोई समस्या नहीं है,अच्छा उत्पाद,4,Positive,General,,,,real
MR-2850,Hindi,रीस्टार्ट में अटका एसएसडी/मदरबोर्ड 14वें दिन खराब हो गया,पुनरारंभ में अटका हुआ है,1,Negative,General,,,,real
MR-2851,Hindi,"मैंने यह ट्रिमर पिछले साल खरीदा था। यह बहुत अच्छा काम कर रहा है और इसे 1 साल में मुश्किल से 2-3 बार चार्ज किया जा सकता है, बहुत अच्छा बैटरी बैकअप और बहुत अच्छा प्रदर्शन।",बहुत बढ़िया आइटम,5,Positive,General,,,,real
MR-2852,Hindi,"सब अच्छा है, केवल एक बात है कि गति अपेक्षा से धीमी है, लेकिन इस मात्रा में यह एक अच्छा सौदा है, मुझे लगता है कि छोटे कमरे के लिए यह अच्छा है और केवल मार्च से जून तक ही उपयोगी है। मुझे पता है कि यह हास्यास्पद है लेकिन मेरे कहने का मतलब यह है कि जून के बाद यह गति आपको बहुत धीमी लगती है। लेकिन गुणवत्ता अच्छी है। रंग भी बहुत गाढ़ा है यानी चमकदार नहीं है।",ब्लेड की गति और लंबाई,4,Positive,General,,,,real
MR-2853,Hindi,दो महीने के उपयोग के बाद यह समीक्षा लिख ​​रहा हूँ... शुरू में यह अच्छा था लेकिन अब इसने काम करना बंद कर दिया है,अपना पैसा बर्बाद मत करो दोस्तों,1,Negative,General,,,,real
MR-2854,Hindi,"इस बजट में सबसे अच्छे इलेक्ट्रिक टूथब्रश में से एक, यह अपना काम अच्छी तरह से करता है।",रोटेशन अच्छा है,3,Neutral,General,,,,real
MR-2855,Hindi,"पूरी तरह से संतुष्ट, वास्तव में पैसे का मूल्य ð",बहुत अच्छा उत्पाद ð,4,Positive,General,,,,real
MR-2856,Hindi,"मैंने यह टूथब्रश अपनी पत्नी के लिए खरीदा था और वह पहली बार इलेक्ट्रिक टूथब्रश का उपयोग कर रही थी। उसे इलेक्ट्रिक टूथब्रश का उपयोग करने में कुछ समय लगा लेकिन अब उसे इसकी अनुभूति और साफ अहसास पसंद है। एक महीने के उपयोग के बाद उनकी टिप्पणियाँ इस प्रकार हैं:Pros1. मैनुअल टूथब्रश की तुलना में बेहतर सफाई की अनुमति देता है। मुंह ज्यादा साफ और ताजा महसूस होता है।2. बैटरी लाइफ अच्छी है. आपको इसे लगभग हर 10 दिन में रात भर चार्ज करना होगा।3. इसमें दो मिनट का इनबिल्ट टाइमर है लेकिन आपको हर 30 सेकंड में भिनभिनाहट को नोटिस करना होगा। भिनभिनाहट के लिए ब्रश एक सेकंड के लिए घूमना बंद कर देता है। हर 30 सेकंड में दो बार और 2 मिनट के अंत में तीन बार बजता है।4. छोटा सिर मुंह में लगभग हर जगह पहुंचने और साफ करने में सक्षम है।5. सफ़ाई के लिए कंपन क्रिया की तुलना में घूर्णन क्रिया थोड़ी बेहतर है। (सोनिक लाइनों की तरह)6. रिप्लेसमेंट ब्रश हेड Amazon.Cons1 पर आसानी से मिल जाते हैं। कोई चार्जिंग लाइट/चार्जिंग संकेत नहीं और कोई बैटरी कम होने का संकेत नहीं। आपको नियमित रूप से चार्जिंग का हिसाब रखना होगा।2. चार्ज होने में बहुत लंबा समय लगता है, लगभग 15 घंटे। हालाँकि ओवरचार्जिंग से सुरक्षा है।3. ली आयन बैटरी नहीं, यह सुनिश्चित नहीं है कि यह दीर्घायु में कितना अच्छा अनुवाद करता है, देखना होगा।4। हालांकि हमारे लिए यह महत्वपूर्ण नहीं है लेकिन अगर आप बहुत यात्रा करते हैं तो ध्यान रखें कि इसमें कोई मामला शामिल नहीं है।",न्यूनतम समझौते के साथ कीमत में सर्वश्रेष्ठ इलेक्ट्रिक टूथब्रश,4,Positive,General,,,,real
MR-2857,Hindi,"ध्वनि की गुणवत्ता इतनी अच्छी नहीं है। जैसा कि वे दावा करते हैं, इसमें कोई शोर रद्द करने की प्रणाली नहीं है। यदि आप कॉल करने के लिए इन्हें चाहते हैं, तो ये बड्स न खरीदें। वे होस्ट को आवाज़ ठीक से नहीं पहुंचाते हैं। वे आवाज़ में बहुत ज़्यादा व्हाइट नॉइज़ जोड़ते हैं, जिससे दूसरी तरफ़ मौजूद व्यक्ति के लिए आपको ठीक से सुनना मुश्किल हो जाता है",ध्वनि की गुणवत्ता मानक के अनुरूप नहीं है.,1,Negative,General,,,,real
MR-2858,Hindi,"मैं 3 महीने से इस उत्पाद का उपयोग कर रहा हूं और मुझे यह कहते हुए बहुत खुशी हो रही है कि यह बहुत अच्छा काम कर रहा है और मैं 11वीं और 12वीं कक्षा के सभी छात्रों को ऑनलाइन अध्ययन के लिए इसकी अत्यधिक अनुशंसा करूंगा और वह कुछ ग्राफिक और गेमिंग कार्य भी कर सकता है। यह छात्रों और शिक्षकों के लिए एमएस ऑफिस 2021 के साथ भी आता है जो आपके स्कूल प्रोजेक्ट्स और कुछ ऑनलाइन प्रस्तुतियों में सहायक होगा क्योंकि इन 3 महीनों में मुझे कोई अंतराल या हैंग अप स्थिति नहीं दिखी है, भले ही मैं कोई गेम खेल रहा हूं या उपयोग कर रहा हूं। ग्राफ़िक वर्क वाला यह लैपटॉप आप खरीद सकते हैं यदि यह 40000 से कम है तो यह आपके पैसे के हिसाब से बढ़िया मूल्य होगा।",छात्रों के लिए बढ़िया,5,Positive,General,,,,real
MR-2859,Hindi,अच्छी गुणवत्ता वाला उत्पाद. हालाँकि यह मेरा पहला उपयोग है इसलिए तुलनात्मक दृष्टिकोण नहीं रख सकता,इसके लायक था,4,Positive,General,,,,real
MR-2860,Hindi,मैं विस्तारित वारंटी पाने के लिए यह समीक्षा लिख ​​रहा हूं। एक महीने से अधिक समय तक उत्पाद का उपयोग करने पर इसे अपडेट कर दिया जाएगा।,वारंटी के लिए समीक्षा (अस्थायी),3,Neutral,General,,,,real
MR-2861,Hindi,"मुझे वह टूटा हुआ मिला, मैंने उत्पाद वापस कर दिया, फिर से ख़राब टुकड़ा निकला, ऑनलाइन ऑर्डर करने पर बहुत निराशा हुई",ऑनलाइन शॉपिंग करने से बहुत निराशा हुई,1,Negative,General,,,,real
MR-2862,Hindi,"यह एक अच्छा उत्पाद है और मैं इसका पूरा आनंद लेता हूं.. हालांकि, रिप्लेसमेंट हेड उपलब्ध नहीं हैं और एक बार खराब हो जाने के बाद यह व्यावहारिक रूप से अनुपयोगी हो जाता है...",रिप्लेसमेंट हेड उपलब्ध नहीं है.. इलेक्टिक टूथब्रश का क्या मतलब है,2,Negative,General,,,,real
MR-2863,Hindi,"मैंने अपने मोबाइल को अच्छे पावरआउटपुट के साथ तीन दिनों तक चार्ज किया, अब तक ठीक से काम करने में कोई समस्या नहीं हुई ð",सस्ता और बेहतरीन ब्रांड,5,Positive,General,,,,real
MR-2864,Hindi,यह उत्पाद केवल पावर प्लग के लिए अच्छा है। USB आउटलेट बहुत धीमी गति से चार्ज होते हैं।,ठीक उत्पाद,3,Neutral,General,,,,real
MR-2865,Hindi,बहुत निराशा हुई कि यह डीजेआई एक्शन 4 के साथ संगत नहीं है इसलिए मैंने इसे डैश कैमरे में डाल दिया।,डीजेआई एक्शन 4 में समर्थित नहीं है,2,Negative,General,,,,real
MR-2866,Hindi,यह डिवाइस अच्छा है लेकिन कई एप्लिकेशन इंस्टॉल नहीं हैं और अगर इंस्टॉल हैं तो इस डिवाइस में कई एप्लिकेशन खुल नहीं रहे हैं,कई एप्लिकेशन असमर्थित,1,Negative,General,,,,real
MR-2867,Hindi,अच्छा उत्पाद,सस्ता और अच्छा उत्पाद,5,Positive,General,,,,real
MR-2868,Hindi,"पिछले कुछ महीनों से कॉस्मिक प्लस सोनिक-ब्लैक टूथब्रश का उपयोग करने के बाद, मैं अपने विचार साझा करने के लिए बाध्य महसूस कर रहा हूँ। ऐसा अक्सर नहीं होता कि कोई उत्पाद इस तरह गुणवत्ता और सामर्थ्य के संतुलन को पूरा करता हो। सबसे पहले, टूथब्रश अपना काम अच्छी तरह से करता है। कंपन इतना तेज़ है कि प्रत्येक उपयोग के बाद मेरे दाँत पूरी तरह से साफ़ हो जाते हैं। इसे संभालना आसान है, और आपकी आवश्यकता के आधार पर विभिन्न मोड के बीच स्विच करना आसान है। कई ब्रश हेड्स को शामिल करना एक सुखद आश्चर्य था, जिससे पैसे के लिए मूल्य और भी बढ़ गया। बैटरी जीवन संतोषजनक रहा है, चार्ज के बीच एक या दो महीने तक आराम से चल रहा है। यह उस प्रकार की विश्वसनीयता है जो आप टूथब्रश जैसी दैनिक उपयोग की वस्तु में चाहते हैं।",रोजमर्रा की दंत चिकित्सा देखभाल के लिए विश्वसनीय विकल्प,5,Positive,General,,,,real
MR-2869,Hindi,"पेशेवर: कंपन की तीव्रता अच्छी है। विपक्ष: छोटा हैंडल - ज्यादातर लोग दूसरों के विपरीत, ब्रश के सिर को भी पकड़ रहे होंगे। यह वास्तव में कोई धोखा नहीं है, लेकिन अलग महसूस होता है। ब्रश में लंबे बाल होते हैं और यह पीछे के दांतों के लिए बिल्कुल फिट बैठता है। परिणामस्वरूप, ऐसा प्रतीत होता है कि यह पिछले दांतों के साथ-साथ कुछ अन्य दांतों को भी साफ नहीं करता है। ब्रश हेड फिक्सिंग व्यवस्था खराब है - यह पॉजिटिव लॉक के बिना पुश फिट है। हर बार जब आप ब्रश के हैंडल को पोंछते हैं - ब्रश का सिर निकल जाता है। अधिकांश अन्य लोग ट्विस्ट लॉक का उपयोग करते हैं जो इससे बचता है।",मुखिया बंद है,2,Negative,General,,,,real
MR-2870,Hindi,"कृपया इसे न खरीदें। यह पूरी तरह से समय और पैसे की बर्बादी है। मुझे इसे खरीदने के बाद पछतावा है। मत खरीदो! सबसे खराब उत्पाद, धन्यवाद गुणवत्ता वाला स्टैंड और वैक्यूम सबसे खराब है।",सबसे खराब उत्पाद,1,Negative,General,,,,real
MR-2871,Hindi,यदि आपको कई अनुकूलित बटनों की आवश्यकता है तो इस माउस को खरीदने पर विचार करें। इसके वैल्यू-फॉर-मनी सेंसर कुछ हद तक सीमित हैं लेकिन फिर भी इसकी कीमत को उचित ठहराते हैं।,पैसे के लिए मूल्य उत्पाद,4,Positive,General,,,,real
MR-2872,Hindi,12 बोतलों में से 8 बेकार हैं। उनसे काफी दुर्गंध आ रही है. बदबू से छुटकारा पाने के लिए हमने उन्हें बार-बार धोया लेकिन कुछ नहीं हुआ। आख़िरकार हमने उन्हें फेंक दिया. पैसे की पूरी बर्बादी,सबसे ख़राब उत्पाद,1,Negative,General,,,,real
MR-2873,Hindi,"जूतों की गुणवत्ता बहुत अच्छी है, 700 रुपये में इसकी उम्मीद नहीं थी। रंग से संतुष्ट. यह वजन में हल्का है और दौड़ते समय इसकी पकड़ अच्छी है।",अच्छा उत्पाद,5,Positive,General,,,,real
MR-2874,Hindi,"1 वर्ष के उपयोग के बाद, उत्पाद में विस्फोट के साथ शॉर्ट-सर्किट हो गया। यह मेरे लैपटॉप चार्जिंग लोड के कारण ही हुआ। इसका असर मेरे लैपटॉप चार्जर और अन्य कीमती चीज़ों पर पड़ सकता था।",खतरनाक और विश्वसनीय उत्पाद नहीं.,1,Negative,General,,,,real
MR-2875,Hindi,"लगभग 3-4 महीने के उपयोग के बाद मेरे ब्रश पर कंपन बहुत धीमा हो गया है। यह सोचकर कि यह बैटरी है, मैंने एक नया ड्यूरासेल बदल लिया और यह वैसी ही थी। दूसरी बैटरी भी आज़माई लेकिन अभी भी वैसी ही है। यह इतना सुस्त है कि जैसे ही मैं इसे अपने दांतों पर रखता हूं, यह बस रुक जाता है। अब मैं उनके महंगे मॉडल, प्रो 1000 को इस आशा के साथ आज़माने जा रहा हूँ कि यह काम करेगा।",3 महीने के उपयोग के बाद मोटर सुस्त हो गई,2,Negative,General,,,,real
MR-2876,Hindi,"मिमो ऐप के माध्यम से रिकॉर्डिंग या फ़ाइल स्थानांतरण सहित किसी भी ऑपरेशन के दौरान डिवाइस बहुत अधिक गर्म हो जाता है। सिर्फ कैमरा यूनिट ही नहीं, बैटरी यूनिट भी समान रूप से गर्म होती है। यदि आप 20 मिनट से अधिक समय तक कोई ऑपरेशन कर रहे हैं, तो कैमरा यूनिट और बैटरी यूनिट दोनों गर्म हो जाते हैं, हालांकि मुझे अभी तक ऑपरेशन में किसी रुकावट या शटडाउन का अनुभव नहीं हुआ है। गर्म करने से आमतौर पर इलेक्ट्रॉनिक्स का जीवन कम हो जाता है क्योंकि यह वस्तुतः घटकों और प्रोसेसर को भून देता है। यदि आप नियमित उपयोग के लिए खरीदारी कर रहे हैं तो ऐसा करने से पहले इस पर विचार करें। यह कैमरा नियमित उपयोग या नियमित वी-लॉगिंग या इससे भी लंबी रिकॉर्डिंग अवधि के लिए नहीं है।",डिवाइस में गंभीर हीटिंग समस्या है,3,Neutral,General,,,,real
MR-2877,Hindi,मीडिया लोड नहीं किया जा सका. उपयोग करने में अच्छा है,उपयोग करने में अच्छा है,3,Neutral,General,,,,real
MR-2878,Hindi,"ओरल बी टूथ ब्रश अगर काम करता है तो अच्छा है लेकिन टिकाऊपन अच्छा नहीं है। मैंने 1 वर्ष में लगभग 4 ब्रश बदले हैं और ब्रश हेड भी बदल दिए हैं, समस्या यह है कि या तो पानी बैटरी डिब्बे के अंदर चला जाता है और टर्मिनलों में जंग लग जाता है और काम करना बंद कर देता है और बटन एलियन की तरह हैं, यह कभी-कभी काम करता है और जब होता है तब काम करता है। आप इसे फेंक दें। फायदा यह है कि आप एए बैटरी को बदल सकते हैं और इसे चार्ज करने की आवश्यकता नहीं होने पर इसका उपयोग जारी रख सकते हैं।",अच्छा ब्रश लेकिन इसमें कुछ नकारात्मकताएं भी हैं,3,Neutral,General,,,,real
MR-2879,Hindi,"ऐसा लगता है कि प्रीमियम में बेज़ेल्स हैं लेकिन समान कीमत पर प्रतिस्पर्धियों की तुलना में बेहतर है, फिट और फिनिश शीर्ष पायदान पर है लेकिन फाइबर वापस मिलता है जो इस कीमत पर अपेक्षित है ... कुल मिलाकर एक बहुत अच्छा पैकेज और विश्वसनीय कंपनी","अनुभव, गुणवत्ता",4,Positive,General,,,,real
MR-2880,Hindi,"उपयोग में आसान, किसी भी अन्य माउस की तरह थोड़ा झटकेदार गुणवत्ता वाला भी डिस्कनेक्ट करता रहता है",कीमत के हिसाब से अच्छा है,3,Neutral,General,,,,real
MR-2881,Hindi,यह दूसरी बार है जब मुझे यह उत्पाद बिना स्ट्रॉ कैप के प्राप्त हो रहा है।,पुआल टोपी गायब,1,Negative,General,,,,real
MR-2882,Hindi,"इसे सितंबर 2022 में वापस खरीदा गया और यह मई 2023 में विफल हो गया। इसे वारंटी के तहत बदल दिया गया और अब, फरवरी 2024 में, बदली गई इकाई ने भी काम करना बंद कर दिया। ये है प्रोडक्ट की क्वालिटी - 1.5 साल के अंदर 2 बार फेल।",सबसे ख़राब उत्पाद,1,Negative,General,,,,real
MR-2883,Hindi,महान उत्पाद! मोड सहजता से काम करते हैं और चार्जिंग आसान है। 2 ब्रश हेड पूरे उत्पाद के लिए एक अच्छा स्पर्श थे। इसके लायक था!,प्रभावी उत्पाद,4,Positive,General,,,,real
MR-2884,Hindi,"प्रारंभ में मुझे एक उत्पाद प्राप्त हुआ जिसका ब्लूटूथ काम नहीं कर रहा था (मोबाइल से कनेक्ट नहीं हो पा रहा था), मुझे इसे बदलना होगा। प्रतिस्थापित उत्पाद डिस्प्ले (छवि में देखा जा सकता है), पहले से ही क्षतिग्रस्त है इसलिए मेरे पास इसे वैसे ही वापस करने के अलावा कोई विकल्प नहीं था।",सबसे खराब उत्पाद गुणवत्ता,1,Negative,General,,,,real
MR-2885,Hindi,"कीबोर्ड का उपयोग नहीं किया, इसलिए नहीं बता सकता कि यह कैसे काम करता है। यूएसबी पिन क्षतिग्रस्त हो गया है और माउस का बायां क्लिक काम नहीं कर रहा है। वे डिस्पैच से पहले उत्पाद की जांच भी नहीं कर रहे हैं. वैसे भी कई बार कोशिश करने के बाद उत्पाद का रिफंड मिल गया।",दोषपूर्ण एवं क्षतिग्रस्त उत्पाद प्राप्त हुआ,1,Negative,General,,,,real
MR-2886,Hindi,"मैं अपने विचारों की मात्रा को व्यक्त करने के लिए अपनी राय को दो स्तंभों में विभाजित करूंगा। पेशेवर:1। बैटरी लाइफ वास्तव में सराहनीय है। 2 बार चार्ज करने पर यह 70 दिनों से अधिक समय तक जीवित रहा। दिन में दो बार उपयोग के साथ.2. कुछ लोग इस बारे में विवाद कर सकते हैं, लेकिन एक बटन सेटअप वास्तव में अच्छी तरह से किया गया है। मेरा मतलब है कि क्या 2 बटन अधिक प्रभावी होंगे? बिल्कुल लेकिन फिर भी, एक बटन सेटअप समान रूप से अच्छी तरह से काम करता है3। स्थायित्व प्रशंसा के योग्य है. यात्रा और अन्य चीज़ों के कारण कुछ दिनों तक इसका कठिन उपयोग देखा गया है, लेकिन फिर भी यह अपनी जगह पर कायम है। मेरे मामले में कोई विद्युत रिसाव भी नहीं है, इसलिए यह टिकाऊ और सुरक्षित है।4। दिए गए दो ब्रश इसकी शेल्फ लाइफ को बढ़ाते हैं। विपक्ष:1. ब्रिसल्स पर्याप्त कठोर नहीं हैं. यहां तक ​​कि कठिन वाला भी वयस्कों के लिए उपयुक्त नहीं है। यह बच्चों या संभवतः बुजुर्गों के लिए अधिक उपयुक्त है2. गतिविधि करते समय ब्रश कभी-कभी रुक जाता था। यह ऑपरेशन स्पेस (हमारे मुंह) के कारण हो सकता है जिसमें इसे कार्य करना पड़ता है। बिल्क",यह मुलायम है,2,Negative,General,,,,real
MR-2887,Hindi,"कभी-कभी आरजीबी काम नहीं करता, बिजली चली जाती है, कभी-कभी चाबियाँ अटक जाती हैं। कुल मिलाकर मैं आपके जोखिम पर कभी खरीदारी की अनुशंसा नहीं करूंगा",अब तक का सबसे खराब उत्पाद। मैं इसे 0 स्टार देना चाहता हूं,1,Negative,General,,,,real
MR-2888,Hindi,"मैंने उन्हें पहली बार ऑर्डर किया था, यह गोल मुंह वाले किनारे के साथ अच्छा था और दोबारा ऑर्डर करने पर बोतल का ढक्कन भी अच्छा था, मुझे तेज मुंह वाले रिम और कम गुणवत्ता वाले बोतल कैप के साथ एक खराब गुणवत्ता वाला उत्पाद मिला, जो सस्ते माल जैसा दिखता है और कोई चमक नहीं, मिल्टन जैसा नहीं दिखता।",ऑर्डर करते समय हर बार उत्पाद की जांच करें,3,Neutral,General,,,,real
MR-2889,Hindi,"मीडिया लोड नहीं किया जा सका. यहां तक ​​कि इसका उपयोग करते समय मेरा सिर भी कंपन कर रहा है, इसलिए सफाई प्रक्रिया में 2 मिनट का समय लगता है और बैटरी केवल 8 दिनों तक चलती है और इसकी संरचना मजबूत और सुपर जल संरक्षण है और देखते हैं कि यह कितने महीनों तक काम करती है..धन्यवाद और प्रयास करेंð¥",बहुत ज़्यादा शोर लेकिन बेहतर सफ़ाई के लिए ठीक है,4,Positive,General,,,,real
MR-2890,Hindi,मीडिया लोड नहीं किया जा सका. इस गणतंत्र दिवस की बिक्री मिली। तस्वीर की स्पष्टता बहुत अच्छी है. मैं ओएस की गति को लेकर थोड़ा चिंतित था। हालाँकि इंस्टालेशन के बाद मेरी चिंता खुशी में बदल गई। इस सेगमेंट में पैसे के हिसाब से यह बहुत अच्छा सौदा है। गूगल टीवी और पैचवॉल सपोर्ट से टीवी देखने का अनुभव दोगुना हो जाता है। अमेज़न ने इसे दिन में ही डिलीवर कर दिया और एमआई ब्रांड से उत्पाद की डिलीवरी के दो घंटे बाद इंस्टॉलेशन किया गया है। नियमित टेबल टॉप इंस्टालेशन निःशुल्क है और दीवार पर इंस्टालेशन की लागत 500 रुपये है।,नवीनतम तकनीक के साथ पैसे के लायक टीवी,5,Positive,General,,,,real
MR-2891,Hindi,"ट्रिमर बहुत अच्छा है, शेवर भी ठीक है।","ट्रिमर बहुत अच्छा है, शेवर भी ठीक है।",4,Positive,General,,,,real
MR-2892,Hindi,दो इकाइयों में से आदेश दिया गया। एक यूनिट चालू नहीं हो रही है। लेकिन एक बिल्कुल ठीक है. मुझे क्या करना चाहिए?,एक यूनिट काम नहीं कर रही है,1,Negative,General,,,,real
MR-2893,Hindi,बहुत बढ़िया उत्पाद.,खरीदने के लिए अच्छा उत्पाद,4,Positive,General,,,,real
MR-2894,Hindi,"ओरल बी टूथ ब्रश अगर काम करता है तो अच्छा है लेकिन टिकाऊपन अच्छा नहीं है। मैंने 1 वर्ष में लगभग 4 ब्रश बदले हैं और ब्रश हेड भी बदल दिए हैं, समस्या यह है कि या तो पानी बैटरी डिब्बे के अंदर चला जाता है और टर्मिनलों में जंग लग जाता है और काम करना बंद कर देता है और बटन एलियन की तरह हैं, यह कभी-कभी काम करता है और जब होता है तब काम करता है। आप इसे फेंक दें। फायदा यह है कि आप एए बैटरी को बदल सकते हैं और इसे चार्ज करने की आवश्यकता नहीं होने पर इसका उपयोग जारी रख सकते हैं।",अच्छा ब्रश लेकिन इसमें कुछ नकारात्मकताएं भी हैं,3,Neutral,General,,,,real
MR-2895,Hindi,अच्छा उत्पाद... यात्रा के लिए उपयोग,चार्जर के साथ एक्सटेंशन केबल,4,Positive,General,,,,real
MR-2896,Hindi,मुझे कैमरा रिकॉर्डिंग के लिए इसकी आवश्यकता थी और इसके बजाय यह BOYA के लिए एक अच्छा एमआईसी नहीं है।,इस बेकार MiC को न खरीदें,1,Negative,General,,,,real
MR-2897,Hindi,उत्पाद अब तक अच्छा काम कर रहा है। लेकिन मेरा माउस काम नहीं कर रहा है. हम एक ही समय में माउस और की बोर्ड खरीदते हैं। समस्या के समाधान के लिए समर्थन की अपेक्षा है.,कुंजी बोर्ड अब तक ठीक काम कर रहा है,4,Positive,General,,,,real
MR-2898,Hindi,"अच्छा काम करता है. ऑनलाइन कक्षाओं में भाग लेने के लिए इसका उपयोग किया जा रहा है और यह बिल्कुल सही परिणाम देता है। यदि सिम स्लॉट वैरिएंट थोड़ा किफायती होता तो मुझे वह मिल जाता, लेकिन इसकी कीमत इससे 15 हजार अधिक थी।",सुचारू कार्यप्रणाली.,4,Positive,General,,,,real
MR-2899,Hindi,बहुत बढ़िया उत्पाद मुझे यह उत्पाद बहुत पसंद आया,पैसे के लायक,4,Positive,General,,,,real
MR-2900,Hindi,अच्छा उत्पाद । अपेक्षा के अनुरूप काम करता है,अच्छा उत्पाद,4,Positive,General,,,,real
